idweb,dateparution,dept,code_departement,nomacheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,alerte_l228,url_avis
26-38371,2026-04-15,15,['15'],Conseil départemental du Cantal,"Relance lots 03, 04 et 05 - Aménagement des vestiaires du centre routier départemental de Vic sur Cère",Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38371
26-38438,2026-04-15,44,"['44', '56']",Syndicat Mixte Les Ports de Loire-Atlantique,"Le dragage concerne le bassin de plaisance historique et les chenaux du port de La Turballe (44420).
Les travaux sont prévus à l'automne et à l'hiver 2026/2027",Dragage,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38438
26-38429,2026-04-15,78,"['78', '28', '92']",Commune de Jouars Pontchartrain,"Ce marché de travaux a pour objectif l'entretien courant et la modernisation des installations d'éclairage public, des illuminations festives ainsi que la signalisation lumineuse tricolore sur le t...","Eclairage public, Illumination, Signalisation",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38429
26-38486,2026-04-15,39,"['39', '25', '1']",SYNDICAT MIXTE DU HAUT JURA / SYNDICAT INTERCOMMUNAL DES EAUX DU PLATEAU DES ROUSSES,COMMUNE DES ROUSSES - DIMINUTION DES EAUX CLAIRES PARASITES TRANSITANT PAR LE POSTE DE REFOULEMENT DE LA SCIE PAR SUPPRESSION D'UNE ANTENNE ET RENOUVELLEMENT/DÉTOURNEMENT DES CANALISATIONS SECTEUR...,"Assainissement, Alimentation en eau potable, Station de pompage",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38486
26-38508,2026-04-15,09,"['9', '12', '31', '32', '33', '40', '65', '66', '81']",Direction Interdépartementale des Routes du Sud-Ouest (DIRSO),"Entretien, réparations et renouvellement des PPHM sur le réseau routier de la DIR Sud-Ouest - Lot 2 Renouvellement des PPHM",Signalisation,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38508
26-38410,2026-04-15,85,['85'],Trivalis (85),"TRAVAUX DE RENATURATION MORPHOLOGIQUE DE L'AFFLUENT DU PRE DES CHEVRES SUR LE SITE TRIVALIS DE LA CHEVRENIERE 
A TALLUD-SAINTE-GEMME",Terrassement,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38410
26-37449,2026-04-15,31,['31'],Ville de Toulouse,26V0052AOO - TRAVAUX DE CONSTRUCTION D'UN EQUIPEMENT MUTUALISE POUR LE QUARTIER MALEPERE- DT/PG,Bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37449
26-37581,2026-04-15,973,['973'],COLLECTIVITE TERRITORIALE DE GUYANE,"Travaux de renforcement de la rd 12 route de TONNEGRANDE
- Lots 2 et 3",Voirie,Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-37581
26-37380,2026-04-15,13,['13'],DEPARTEMENT DES BOUCHES DU RHONE,"Accords-cadres à bons de commande pour la remise à niveau, la conduite et la maintenance des ascenseurs, EPMR, monte-charges et plates-formes élévatrices des bâtiments appartement au Département ou...",Ascenseur,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37380
26-37578,2026-04-15,59,['59'],SOCIETE PUBLIQUE LOCALE DES TRANSPORTS INTERCOMMUNAUX SAMBRE AVESNOIS (SPLTISA),FOURNITURE ET POSE DE  MODULES DE REPOS   EN BOUT DE LIGNE DESTINÉS AUX CONDUCTEURS DES SERVICES DE TRANSPORT,"Menuiserie, Prestations de services",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37578
26-37398,2026-04-15,77,['77'],AMENAGEMENT 77,Marché de travaux pour la rénovation du bâtiment A et démolition du bâtiment F pour la rénovation globale et l’extension du Lycée Pierre de Coubertin  à Meaux (77),Bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37398
26-37406,2026-04-15,05,['5'],Institution de Gestion Sociale des Armées - IGESA,Travaux de rénovation globale intérieure et toiture pour le village club IGESA de PUY-SAINT-VINCENT,"Couverture, Bâtiment, Peinture (travaux), Electricité (travaux), Menuiserie",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37406
26-37654,2026-04-15,29,['29'],Quimper Bretagne Occidentale,Remplacement des prétraitements et traitement primaires existants STEP du Corniguel  Phase 1 : Candidatures,Station d'épuration (travaux),Marchés européens,Procédure Négociée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37654
26-37379,2026-04-15,30,"['30', '34', '48', '7']",SAEM'ALES,Construction d'un ensemble immobilier d'activités au sein du quartier des Prés Saint Jean à Alès (30100) dans le cadre du Nouveau Plan de Renouvellement Urbain d'Alès,"Menuiserie, Plomberie (travaux), Electricité (travaux), Terrassement, Ascenseur, Bâtiment, Chauffage (travaux), Cloison, faux plafond, Couverture, Gros oeuvre",Marchés européens,Procédure Ouverte,Résultat de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37379
26-38114,2026-04-15,91,['91'],Mairie de Gif sur Yvette,"Travaux d'installation, d'entretien et de rénovation des équipements sanitaires dans les bâtiments communaux",Plomberie (travaux),Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38114
26-38288,2026-04-15,33,['33'],Chu Bordeaux,Travaux D'Installation D'Une Unite De Production Des Cytotoxiques Au Centre Hospitalier De Libourne,"Electricité (travaux), Gros oeuvre, Menuiserie, Peinture (travaux), Plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38288
26-38295,2026-04-15,72,['72'],Commune de Parigné l'Evêque,Réalisation de travaux d'assainissement Eu et de travaux de renforcement de chaussée sur l'allée du Cormier à Parigne-L'Eveque (72),"Voirie et réseaux divers, Voirie, Assainissement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38295
26-38188,2026-04-15,62,['62'],Société d'Exploitation des Ports du Détroit,Remplacement et mise en peinture de portes au niveau du Hub Port de Boulogne sur Mer,Peinture (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38188
26-38197,2026-04-15,59,"['59', '80', '60', '2', '62']",Mairie de Tourcoing,Travaux de mise en sécurité et de protection du patrimoine bâti pour la Ville de Tourcoing,Matériel de sécurité,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38197
26-38390,2026-04-15,76,['76'],Grand port fluvio maritime de l'axe Seine - Direction territoriale du Havre,"Centre Roulier - Quai Roro 1, 2 et 3 - Remise En Etat Et Remplacement De La Protection Cathodique",Travaux sous-marins,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38390
26-38318,2026-04-15,26,['26'],Mairie de Bourg de Péage,Réfection de la toiture du gymnase Pasteur,"Couverture, Etanchéité",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38318
26-38267,2026-04-15,05,['5'],Mairie du Monêtier les Bains,Marché de travaux de rénovation des garages municipaux,Gros oeuvre,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38267
26-38143,2026-04-15,59,['59'],Ville de Lomme,Accord-cadre à bons de commande pour les travaux et maintenance d'équipements relatif aux plans particuliers de mise en sûreté dans les bâtiments communaux de la Ville de Lomme,"Maintenance, Electricité (travaux), Câblage",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38143
26-38311,2026-04-15,35,['35'],Rennes Métropole,Construction des réserves muséales de Rennes Métropole - Consultation relative aux lots en procédure adaptée (lots 11-32-33 et 71) Relance du lot 32,Menuiserie,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38311
26-38551,2026-04-15,971,['971'],Grand Port Maritime Guadeloupe,Réhabilitation des réseaux d'eaux usées de la Marina de Bas du Fort situés sur le domaine du Gpmg,Assainissement,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38551
26-38553,2026-04-15,33,['33'],Chu Bordeaux,"Travaux de réhabilitation d'un Erp existant sis à St Médard, Copernic pour le compte du Centre Hospitalier Charles Perrens","Plomberie (travaux), Gros oeuvre, Electricité (travaux), Revêtements de sols, Plâtrerie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38553
26-38461,2026-04-15,75,"['75', '77', '78', '91', '92', '93', '94', '95']",PREFECTURE DE POLICE DE PARIS,Marché public global sectoriel pour la construction du stand de tir à l’Académie Militaire de la Gendarmerie Nationale de Melun,"Matériaux de construction, Maîtrise d'oeuvre",Marchés entre 90 k€ et seuils européens,Procédure Restreinte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38461
26-37709,2026-04-15,20B,['20B'],Etablissement Public du Commerce et de l'Industrie de Corse,Port de Commerce d'Ajaccio Réfection des systèmes thermiques du Terminal Maritime d'Ajaccio suite à procédure infructueuse,Equipement thermique,Marchés européens,Procédure Négociée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37709
26-38156,2026-04-15,27,['27'],SAEP 3R,Réhab_chateau_eau_st_ANTONIN,"Etanchéité, Ravalement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38156
26-38170,2026-04-15,62,['62'],Mairie de Wingles,Rénovation de voiries rue Romain Rolland et rue de la Canarderie à Wingles,Voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-38170
26-38115,2026-04-15,04,['4'],SYNDICAT MIXTE DE L'ESPACE LUMIÈRE (SMEL),STATION DE LA FOUX D'ALLOS - REMPLACEMENT DU POSTE DE TRANSFORMATION ÉLECTRIQUE DE L'UBAC,Electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38115
26-38136,2026-04-15,19,"['19', '23', '24', '33', '47', '87']",SYER des Coteaux de Dordogne,"Travaux de restauration d'un cours d'eau, avec remise en talweg d'un bief perché, déplacement d'un bassin de rétention, dans un souhait d'amélioration de la continuité écologique","Rivières/ruisseaux, Terrassement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38136
26-38198,2026-04-15,60,['60'],Université de Picardie Jules Verne,"Travaux de Remplacement du Système de Câblage Structuré 10gbase-T à l' I.U.T de l'Oise, Campus de Creil (60100)","Câblage, Contrôle d'accès",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38198
26-38237,2026-04-15,69,['69'],La Régie Eau du Grand Lyon,Travaux de renouvellement de la conduite d'eau potable _ Lyon 9ème et Saint Cyr au Mont d'Or,"Canalisations, Alimentation en eau potable",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38237
26-38415,2026-04-15,75,['75'],ASSEMBLEE NATIONALE,"Opération ayant pour objet le remplacement de l’armoire électrique de la centrale de production d’air comprimé, située au premier sous-sol (zone abri) du Palais Bourbon de l’Assemblée nationale.",Electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38415
26-38524,2026-04-15,37,"['37', '18', '36']",SET AMENAGEMENT,Réalisation de travaux pour les aménagements de la rue Maryse Hilsz de la ZAC des Casernes Beaumont Chauveau à TOURS,"Matériel de travaux publics, Eclairage public, Assainissement, Espaces verts",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38524
26-38525,2026-04-15,80,['80'],Territoire Energie Somme (TE80),Travaux d’amélioration énergétique de l'école de VECQUEMONT (80800),"Câblage, Chauffage (travaux), Isolation, Peinture (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38525
26-38425,2026-04-15,17,['17'],Ville de ROYAN,TRAVAUX D'ISOLATION THERMIQUE EXTERIEURE A L'INSTITUT DE FORMATION DE ROYAN,Isolation,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38425
26-38441,2026-04-15,17,['17'],COMMUNAUTÉ D'AGGLOMÉRATION ROYAN ATLANTIQUE,"Travaux complémentaires - Réhabilitation de l'aire permanente d'accueil des gens du voyage de Saujon
- 2 lots","Plomberie (travaux), Carrelage",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38441
26-38312,2026-04-15,66,['66'],Service Départemental d'Incendie et de Secours des Pyrénées-Orientales,Travaux de désamiantage pour le Cis de Céret,Amiante (désamiantage),Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38312
26-38479,2026-04-15,06,['6'],Ville de Mandelieu-La Napoule (06),TRAVAUX D’ENTRETIEN ET TRAVAUX NEUFS DE MARQUAGE ROUTIER ET DECORATIF,"Matériaux routiers, Signalisation",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38479
26-38496,2026-04-15,33,['33'],Foncière médico-sociale ÉNEAL,"TRAVAUX DE REHABILITATION ET D'EXTENSION DE LA RESIDENCE EN AUTONOMIE ""LES PLATANES"" A SAINT-DENIS DE PILE",Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38496
26-38596,2026-04-15,02,['2'],Mairie,Rénovation énergétique des batiments communaux-.,Tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-38596
26-37450,2026-04-15,31,['31'],Ville de Toulouse,"26V0063PA - TRAVAUX DE CONSTRUCTION D'UN EQUIPEMENT MUTUALISE POUR LE QUARTIER MALEPERE- Lots 4, 6, 8, 9, 18 et 19 - DT/PG",Bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37450
26-37417,2026-04-15,44,['44'],Clisson Sèvre et Maine Agglo,Construction d’un bâtiment technique (chaufferie) dans le cadre de la reconstruction d’une piscine sur le site d’Aquaval Sèvre à Clisson,Terrassement,Marchés européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37417
26-37629,2026-04-15,67,"['67', '68']",Collectivité européenne d'Alsace,La consultation a pour objet des travaux de peinture et de revêtements muraux dans les bâtiments de la Collectivité européenne d'Alsace.,Peinture (travaux),Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37629
26-37715,2026-04-15,29,['29'],SID ATLANTIQUE,[PHASE CANDIDATURE] 9261-9263-9264-9265-9266-9267-ACCORD-CADRE A BONS DE COMMANDE CONCERNANT DES TRAVAUX NEUFS ET DE RENOVATION TOUS CORPS D'ETAT SUR LES SITES DE LA BASE DE DEFENSE DE BREST-LORIENT,"Gros oeuvre, Menuiserie, Electricité (travaux), Plomberie (travaux), Cloison, faux plafond, Revêtements de sols, Revêtements muraux, Peinture (travaux), Climatisation, Ventilation, Charpente, Couverture, Etanchéité, Terrassement, Voirie et réseaux divers, Clôture",Marchés européens,Procédure Négociée,Avis de marché,5,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-37715
26-37432,2026-04-15,77,['77'],"Syndicat Intercommunal de regroupement pédagogique (SIRP)
de Coulommes, Sancy-Les-Meaux, Vaucourtois",construction d'un groupe scolaire à COULOMMES et abords,Tous corps d'état,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-37432
