idweb,dateparution,dept,code_departement,nomacheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,source_cyclable,alerte_l228,url_avis
26-49480,2026-05-19,05,['5'],Mairie du Monêtier les Bains,Marché de travaux de réfection du regard de captage de la source de La Moulette,"captage, terrassement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49480
26-49537,2026-05-19,25,"['25', '90', '70', '68']",Mairie de Courcelles les Montbéliard,"Aménagement d'une aire de jeux intergénérationnelle, 
d'un accès piétons et du parking du stade","voirie et réseaux divers, equipement sportif, mobilier urbain, espaces verts",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49537
26-49539,2026-05-19,57,['57'],Syndicat Mixte Intercommunal d'Assainissement du Sud de la Bisten,Travaux d'assainissement rue du Pressoir à Porcelette,assainissement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49539
26-49569,2026-05-19,34,['34'],Conseil départemental de l'Hérault,Extension de la demi-pension du collège Victor Hugo à Bessan,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49569
26-49491,2026-05-19,06,['6'],SICASIL (06),Travaux de renouvellement du réseau d’eau potable – FEEDER MIMOSAS,"canalisations, terrassement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-2,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49491
26-49586,2026-05-19,41,['41'],Ch Blois Etablissement support du Ght Santé 41,"Travaux d'amélioration du niveau de sécurité incendie au Centre Hospitalier Simone Veil de Blois
Bâtiment « La Roselière »
Tours A et B du Centre Hospitalier","sécurité incendie, electricité (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49586
26-49390,2026-05-19,40,['40'],Mairie de Pissos,Rénovation énergétique logements communaux et ERT,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49390
26-48812,2026-05-19,93,['93'],EPT Plaine Commune,"Travaux de plantation, d’entretien et de reprise d’arbres en voirie sur l’ensemble du territoire de Plaine Commune.",espaces verts,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48812
26-48777,2026-05-19,78,['78'],CA SAINT GERMAIN BOUCLES DE SEINE,Travaux de réaménagement du pôle gare de Maisons-Laffitte - Lot n° 1 Gros Oeuvre - Structures - Ouvrages divers,gros oeuvre,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,True,"vélo, vélos",description,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48777
26-48703,2026-05-19,35,['35'],Rennes Métropole,Rennes - Réparation et Confortement dalle République,"génie civil, ouvrage d'art",Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48703
26-49244,2026-05-19,72,['72'],Le Mans Métropole,Prolongement de la rue du Vieil Hêtre - Exutoire des eaux pluviales de la zone d'activité - Commune de Rouillon,"espaces verts, terrassement",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,1,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49244
26-49213,2026-05-19,52,"['52', '54', '55', '57', '67', '68', '88']",Direction interrégionales des services pénitentiaires du Grand Est - Département des affaires immobilières,Travaux pour la mise en accessibilité PMR de la maison d’arrêt d’Épinal,"amiante (désamiantage), carrelage, electricité (travaux), maçonnerie, menuiserie, peinture (travaux), plomberie (travaux), serrurerie, voirie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49213
26-49221,2026-05-19,07,['7'],Mairie de Ruoms,Réhabilitation de la pelouse synthétique du stade communal,terrain de sport,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49221
26-49224,2026-05-19,14,"['14', '27', '50', '61', '76']",Ville de Caen,Travaux pour l'aménagement de l'espace public aux abords du projet immobilier Linkcity rue Jean Monnet à Caen,voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-49224
26-49322,2026-05-19,54,['54'],Commune de DIEULOUARD,Travaux de construction du nouveau centre technique municipal-.,tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49322
26-49146,2026-05-19,75,['75'],"Ville de Paris – Direction constructions publiques et architecture – Section locale d architecture du 5e et du 13e arrondissement (SLA 5-13) 62, rue Corvisart 75013 Paris","Marché public de travaux de mise en accessibilité de l école maternelle 27, rue de Poissy 75005 Paris, avec création d'un ascenseur et mise aux normes accessibilité tous handicaps de l'ensemble de...","tous corps d'état, ascenseur, fondations spéciales",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49146
26-49121,2026-05-19,45,['45'],Ville d'Orléans,Eglise Saint Aignan - Entretien courant des couvertures,couverture,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49121
26-49525,2026-05-19,77,['77'],Mairie De Montevrain,"Travaux Neufs Et D'Entretien Des Voiries, Signalisations Et Reseaux Divers","signalisation, voirie, voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-49525
26-49499,2026-05-19,24,"['24', '33', '17', '16', '87', '19', '46', '47']",Département de la Dordogne,Restructuration du bâtiment abritant l'établissement Epidor à Castelnaud-La-Chapelle,"menuiserie, electricité (travaux), plomberie (travaux), peinture (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49499
26-49473,2026-05-19,02,['2'],Voies Navigables de France / ST Marne,Fourniture et mise en oeuvre d'une isolation thermique par l'extérieur d'une Maison Eclusière - Ecluse n°6 de AZY-SUR-MARNE - 02400,isolation,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49473
26-49581,2026-05-19,75,['75'],Sénat,Remplacement de cinq appareils élévateurs,"appareil élévateur, ascenseur",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49581
26-48659,2026-05-18,44,['44'],GRAND PORT MARITIME DE NANTES ST-NAZAIRE,Travaux de confortement du quai de l'Aiguillon et de la berge Ernest Renaud,terrassement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-2,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48659
26-48906,2026-05-18,76,['76'],Commune de Saint Nicolas d'Aliermont,Travaux de réaménagement et déconnexion des eaux pluviales du secteur Nord du Quartier Bel Air,assainissement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48906
26-48935,2026-05-18,45,['45'],Communauté de communes Berry Loire Puisaye,Travaux Entretien De La Voirie D'Interet Communautaire,voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-48935
26-48937,2026-05-18,84,['84'],Cc Pays des Sorgues Monts de Vaucluse,26-05 Travaux de réparation et/ou de réhabilitation du réseau Assainissement et de branchements neufs,assainissement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48937
26-48939,2026-05-18,02,['2'],Ville de Saint-Quentin,Travaux de modernisation des installations d'éclairages des groupes scolaires Alfred Clin et Quentin Barré,electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48939
26-48688,2026-05-18,16,['16'],Conseil Départemental de la Charente,Restructuration de la cuisine du Centre d'Altitude de la Charente à Saint-Lary-Soulan (65),tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48688
26-48691,2026-05-18,37,['37'],Syndicat des Mobilités de Touraine,Travaux de rénovation d'une station de lavage de bus et création d'une filière de recyclage des eaux de lavage,"equipements spécialisés, gros oeuvre",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48691
26-48782,2026-05-18,14,"['14', '61', '75', '94']",Agence publique pour l'immobilier de la justice,Marché public global sectoriel relatif à la conception et à la réalisation de Travaux de parachèvement et de remédiation aux frais et risques du Centre Pénitentiaire de CAEN IFS (14),"chauffage (travaux), peinture (travaux), plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48782
26-49019,2026-05-18,54,['54'],GRAND LONGWY AGGLOMERATION,Extension du local du Pulventeux-.,tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49019
26-49038,2026-05-18,62,['62'],Communaute D'Agglomeration Du Pays De Saint-Omer,Remplacement du système de ventilation et de chauffage de la Piscine Communautaire à Arques,ventilation,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49038
26-49000,2026-05-18,25,['25'],Département du Doubs,Restauration des menuiseries extérieures et amélioration énergétique au Musée Courbet à Ornans,menuiserie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49000
26-49032,2026-05-18,83,['83'],Conseil Departemental Du Var,"Végétalisation de la cour du collège André Léotard à Fréjus, La Marquisanne à Toulon et Joliot Curie à Carqueiranne (3 lots)",espaces verts,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49032
26-49061,2026-05-18,78,"['78', '91', '77', '27']",SEINE ET YVELINES ENVIRONNEMENT,"Aménagements d'hydraulique douce pour la réduction de la vulnérabilité aux ruissellements (Communes de Ablis, Bullion, Orcemont, Prunay-en-Yvelines, Sainte-Mesme)",ouvrage hydraulique,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49061
26-48957,2026-05-18,06,['6'],Ville du Cannet (06),"MAPA 2026-029 FOURNITURE ET INSTALLATION DE CLOTURE, BARREAUDAGES, PORTAILS, PORTILLONS ET SERRURERIE.",clôture,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48957
26-48947,2026-05-18,75,['75'],Crous de Paris,Remplacement complet d'ascenseurs pour des sites du Crous de Paris,ascenseur,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48947
26-49058,2026-05-18,973,['973'],Collectivite Territoriale De Guyane,"Restructuration et extension de l'Internat et la restauration du Lycée de Matiti
Lots 3a et 3b",bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49058
26-49048,2026-05-18,30,['30'],Mairie de Marguerittes,Extension cimetière,cimetière,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-49048
26-48839,2026-05-18,69,"['69', '42']",Education nationale,Travaux de réaménagement du CIO de GIVORS,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48839
26-48748,2026-05-18,02,['2'],Commune de La Capelle,MISE EN ACCESSIBILITE ET AMELIORATION ENERGETIQUE DES SANITAIRES DE L'ECOLE,"amiante (désamiantage), démolition",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48748
26-48760,2026-05-18,72,['72'],Siaep Charnie et Champagne,Reamenagement Des Locaux Existants Et Extension,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48760
26-48878,2026-05-18,30,['30'],Conseil départemental du Gard,Marché de travaux pour la rénovation de la Direction du Livre et de la Lecture de Val d'Aigoual,"electricité (travaux), menuiserie, peinture (travaux), plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48878
26-48675,2026-05-18,976,['976'],Ville de Mtsamboro (976),CONSTRUCTION D’UN REFECTOIRE AU SEIN DE L’ECOLE ELEMENTAIRE MTSAMBORO 2 - LOT 11 : PEINTURE (Relance à la suite d'une résiliation),peinture (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48675
26-48774,2026-05-18,82,['82'],Mairie De Beaumont De Lomagne,Restauration Des Parties Hautes Du Clocher De L'Eglise Notre Dame De L'Assomption,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48774
26-48802,2026-05-18,21,['21'],Conseil Départemental de Côte d'Or (21),"Collège Albert Camus à Genlis - Réfection des toitures des bâtiments B, C et E",bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48802
26-48756,2026-05-18,74,['74'],Mairie de Onnion,Securisation Du Carrefour Rd26/Rd 190b Et De La Rd 190 B,"terrassement, maçonnerie, assainissement, signalisation, mobilier urbain",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48756
26-48763,2026-05-18,28,['28'],Cc Portes Eureliennes Ile De France,Travaux de réhabilitation des réseaux et du poste de relevage - Place Saint Gervais à Pierres,"assainissement, réseaux divers, station de relevage",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48763
26-48766,2026-05-18,62,['62'],Société d'Exploitation des Ports du Détroit,Travaux de nettoyage et peinture sur passerelle n°8 sur le Port de Calais,peinture (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48766
26-48681,2026-05-18,34,['34'],Mairie de La Grande Motte,"Accord Cadre A Bons De Commande Pour Les Travaux De Fourniture Et Pose De Caveaux, De Colombariums Et Autres Prestations Au Cimetiere De La Grande Motte",cimetière,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48681
26-48655,2026-05-18,63,['63'],MAIRIE DE LAQUEUILLE,"travaux d'Aménagement du Lotissement Communal Les Prés Grands II
et travaux de finitions du Lotissement Communal des Fontanelles à LAQUEUILLE.",travaux de viabilité,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-48655
